label,artist,album,genre,single_count,freq_billboard,freq_genius,freq_theSource,freq_xxl,rating_AOTY,rating_meta,rating_pitch,twitter,instagram,facebook,spotify,soundcloud,youtube
0,London Grammar,If You Wait,pop,7,0,0,1,15,,75,7.1,162332,179702,1111908,750236,466691,438170
0,Richard & Adam,The Impossible Dream,pop,0,0,4,200,78,,,,0,0,22583,2242,0,0
0,Kodaline,In a Perfect World,pop,5,0,0,0,274,,47,,306439,256259,787316,907749,61624,1120171
0,Capital Cities,In a Tidal Wave of Mystery,pop,4,0,0,0,4,,,,91087,122450,1551434,553161,627508,919686
0,Guards,In Guards We Trust,pop,1,0,0,6,20,,64,5.9,3298,2251,11332,8555,2294,1270
0,Peace,In Love,pop,4,20,1,200,5706,,72,,86623,44819,172891,78480,12761,33092
0,Samo,Inevitable,pop,3,0,0,0,58,,,,1173,0,15305,71206,723,0
0,Megan Hilty,It Happens All The Time,pop,1,0,0,0,195,,,,130830,83840,63467,4619,0,234
0,Jackie Thomas,Jackie Thomas,pop,1,0,0,3,0,,,,9702,8904,32573,2830,0,0
0,Kavka Shishido,Kavkanize,pop,6,0,0,0,0,,,,23157,183278,20364,3326,0,0
0,Infinite,Koi ni Ochiru Toki,pop,3,0,0,0,0,,,,0,0,0,385753,0,0
0,Leanne Mitchell,Leanne Mitchell,pop,1,0,0,1,0,,,,25968,0,7195,628,0,0
0,Burna Boy,L.I.F.E - Leaving an Impact for Eternity,pop,5,0,0,0,0,,,,875476,1325979,0,32488,5692,47374
0,Silverline,Lights Out,pop,1,0,0,0,322,,,,1082,0,6492,3355,0,59831
0,Alex Sirvent,Lo mejor que me pas‰Ûª__ en la vida,pop,0,0,0,0,0,,,,49993,159834,0,6749,17,0
0,R5,Louder,pop,4,0,0,0,28,,,,0,0,0,0,0,0
0,Silente,Lovac na ‰Ûª_Ì_åçudesa,pop,0,0,0,0,0,,,,365368,78549,358239,48096,0,16945
0,Love & the Outcome,Love & the Outcome,pop,0,0,222,200,5431,,,,67812,54540,53979,48198,719,32544
0,Christopher Owens,Lysandre,pop,0,0,0,0,0,,68,6.5,41160,0,22861,8961,3282,0
0,Glenn Robinson,Modern Mistakes,pop,0,0,0,0,0,,,,0,0,0,34,0,0
0,Clarice Falcao,Monomania,pop,4,0,0,0,0,,,,704928,581580,778931,523215,0,634720
0,Natalie Maines,Mother,pop,0,0,0,0,2,,70,,0,0,0,0,0,0
0,Tony Scalzo,My Favorite Year,pop,0,0,0,0,11,,,,0,0,0,71,0,0
0,The Neverclaim,The Neverclaim,pop,0,0,0,0,0,,,,5589,0,29436,3473,109,4642
0,Sky Ferreira,"Night Time, My Time",pop,2,1,0,0,914,,,8.1,441655,690818,536707,225853,268080,135978
0,Nina Rodriguez,Nina Rodrguez,pop,1,0,0,0,0,,,,0,0,0,291,0,0
0,Noah,Noah,pop,4,8,1,193,133,,,,4658365,501142,4187894,45923,0,1138010
0,Emblem3,Nothing to Lose,pop,2,0,0,0,82,,,,911033,313705,1862664,205869,47032,508700
0,Emmelie de Forest,Only Teardrops,pop,2,0,0,0,0,,,,22289,33620,119323,21779,0,12119
0,The History of Apple Pie,Out of View,pop,4,0,0,16,108,,74,6.7,2115,0,9148,2356,1852,0
0,Palms,Palms,pop,0,5,0,15,24,,72,6.5,0,0,0,0,0,0
0,Mayra,Parece Amor,pop,1,0,0,0,0,,,,0,0,0,268,0,0
0,Sharon Needles,PG-13,pop,0,0,0,0,0,,,,392765,874730,567839,28152,0,89250
0,La Femme,Psycho Tropical Berlin,pop,0,0,0,0,0,,,,13864,0,214431,122388,19554,48308
0,PUP,PUP,pop,0,0,0,122,5,,83,,33697,61584,65841,64514,0,79952
1,Lorde,Pure Heroine,pop,4,0,0,8,0,,79,7.3,8319040,6202761,6576498,3089519,6329625,3935147
0,Marcus Reeves,Quicksilver - The Masquerade Macabre,pop,4,0,0,0,0,,,,5934,0,7179,1162,0,0
0,MS MR,Secondhand Rapture,pop,4,0,0,0,0,,60,6,45239,34182,271921,215957,241313,84177
0,MONEY,The Shadow of Heaven,pop,5,0,0,1,29,,78,,10329,1003,0,621,1247,907
0,Mallory Knox,Signals,pop,5,0,0,0,0,,,,47494,29615,88958,57516,2054,42549
0,Snakadaktal,Sleep in the Water,pop,2,0,0,0,11,,,,3290,2235,58484,41969,12360,2971
0,SOLKs MIO,SOL MIO,pop,0,0,0,0,0,,,,2780,11848,66330,6381,0,6889
0,Isabella Castillo,Sonar no Cuesta Nada,pop,1,0,0,0,0,,,,372816,434170,1135799,8037,0,0
1,Selena Gomez,Stars Dance,pop,2,1,0,5,23,,59,,56567018,136601177,61679197,9404729,82477,15821601
0,Studio Killers,Studio Killers,pop,5,0,0,10,12,,,,16321,3756,77356,77428,17838,336125
0,Svenstrup & Vendelboe,Svenstrup & Vendelboe,pop,7,0,0,0,0,,,,1936,0,56411,66112,2083,4269
0,Echosmith,Talking Dreams,pop,5,0,0,0,66,,,,218481,362778,732574,478789,29406,751531
0,Taylor Henderson,Taylor Henderson,pop,1,0,0,2,0,,,,76563,82,283786,22774,0,38914
0,NMB48,Teppen Tottande!,pop,0,0,0,0,0,,,,0,0,0,1815,0,350054
0,Haiku Salut,Tricolore,pop,0,0,0,0,0,,79,,2285,0,3237,2678,415,33
1,Charli XCX,True Romance,pop,5,0,0,1,4,,76,8.3,3117103,2591853,2730389,1018842,325662,1868045
0,Illion,Ubu,pop,2,0,0,47,0,,,,64579,0,11227,13295,122,49377
0,Union J,Union J,pop,3,4,0,200,43,,,,1416111,321901,1875395,144377,0,425488
0,A Friend in London,Unite,pop,4,4,0,10,55,,,,8620,6773,1980,3643,0,0
0,Youngblood Hawke,Wake Up,pop,2,0,0,0,0,,57,,34838,10353,64068,105914,6817,28272
0,Isac Elliot,Wake Up World,pop,2,0,0,0,0,,,,86833,449440,164168,87572,0,158773
0,St. Lucia,When the Night,pop,0,0,0,2,59,,,,29996,32400,106835,149565,712185,18894
0,Swim Deep,Where the Heaven Are We,pop,4,0,0,1,127,,72,,55946,46012,103704,66743,802246,32416
0,Lucius,Wildewoman,pop,0,0,0,0,0,,69,,22400,42143,70508,93447,6635,18082
0,Wintergatan,Wintergatan,pop,0,0,0,0,0,,,,5690,17287,105009,42251,5647,925044
0,Shane Filan,You and Me,pop,3,0,0,0,14,,,,415522,219365,467949,32092,0,86386
0,5 Seconds of Summer,5 Seconds of Summer,pop,4,8,0,51,711,,65,,12606911,7310498,10296778,2969521,191358,4031726
0,Margaret,Add the Blonde,pop,5,0,0,1,2,,,,0,115250,620223,44947,0,404290
0,Alvvays,Alvvays,pop,3,1,0,1,0,77,78,7.6,27932,62206,95622,144285,13000,38508
0,Andrew McMahon in the Wilderness,Andrew McMahon in the Wilderness,pop,2,0,0,0,0,,78,,76176,96249,325470,98215,8554,31288
0,Anja Nissen,Anja Nissen,pop,4,0,0,0,0,,,,7894,41349,32644,3050,0,4785
0,Jason Lancaster,As You Are,pop,1,0,0,0,48,,,,31078,11215,14461,6275,0,0
0,Babymetal,Babymetal,pop,6,0,0,0,0,,,,334397,6375,906171,302973,0,1101482
0,Banda do Mar,Banda do Mar,pop,0,0,0,31,46,,,,16866,58392,427257,347282,0,205294
0,Magic Man,Before the Waves,pop,0,2,0,4,64,,,,29440,23808,75673,74459,16062,9562
0,In The Valley Below,The Belt,pop,1,1,0,0,12802,,,,22102,20009,58294,32666,4368,889
0,Hamilton Leithauser,Black Hours,pop,0,1,0,0,0,,74,7.4,8345,11715,18117,11677,42,0
0,Lo-Fang,Blue Film,pop,1,0,0,0,0,,64,5.1,9840,7477,0,90772,6655,27431
0,The Preatures,Blue Planet Eyes,pop,0,0,0,0,0,,,,26942,32405,68968,48895,13173,13462
0,Sheppard,Bombs Away,pop,5,0,0,0,3,,,,62808,52755,132650,171761,4403,270806
0,Benny Tipene,Bricks,pop,3,0,0,0,0,,,,15210,17670,62552,6215,719,2152
0,Christine and the Queens,Chaleur humaine,pop,7,0,0,0,2,,,,574847,187779,378872,239646,34481,199496
0,City Harbor,City Harbor,pop,0,0,0,16,4,,,,2132,0,125,11617,0,0
0,The Colourist,The Colourist,pop,2,0,0,1,0,,,,14349,8287,43589,40857,9428,11768
0,Crosses,Crosses,pop,2,5,0,42,42,,,,0,0,0,161,0,0
0,September Girls,Cursing the Sea,pop,0,0,0,0,0,,72,,3204,0,9172,2438,1337,815
0,Beatrice Eli,Die Another Day,pop,2,0,0,0,0,,,,4948,19226,11981,17064,3491,10028
1,Magic!,Don't Kill the Magic,pop,4,1,0,0,69,,,,276076,183193,1038870,786451,6186,2391376
0,Flight Facilities,Down to Earth,pop,6,0,0,1,5,,,,38177,64299,269655,257054,316272,178199
0,Kurt Travis,Everything Is Beautiful,pop,1,0,0,1,9,,,,14692,18859,15246,9139,0,0
0,Fairies,Fairies,pop,7,1,0,6,0,,,,0,0,0,7,0,0
0,Freeman,Freeman,pop,0,0,0,94,29,,79,,0,0,10448,3316,0,0
0,Foxes,Glorious,pop,4,0,0,0,63,,61,,159606,188167,1302871,215950,38450,27230
0,Gnarwolves,Gnarwolves,pop,1,0,0,0,0,,74,,12561,12401,44654,17116,1572,4590
0,Milica Pavlovic,Body Language,pop,8,0,0,0,0,,,,0,0,0,991,0,0
0,The Madden Brothers,Greetings from California,pop,12,0,0,0,14,,63,,37487,107252,175120,18018,0,30452
0,Nothing,Guilty of Everything,pop,1,2,0,12,473,,77,6.9,13266,11940,66972,27466,45020,2678
0,Haerts,Haerts,pop,1,0,0,1,0,,56,,6537,5817,38504,29724,17202,0
0,Leighton Meester,Heartstrings,pop,1,0,0,0,0,,,,1938234,4800554,2005641,63906,0,81799
0,Little Daylight,Hello Memory,pop,1,0,0,0,2,,,,0,0,0,12963,11181,1167
0,Gerard Way,Hesitant Alien,pop,2,0,0,0,0,,75,,1505785,1682239,820587,151558,12450,174087
0,Tim Campbell,High School Disco,pop,0,0,0,3,0,,,,0,0,0,0,0,0
0,Kian Egan,Home,pop,2,0,0,2,1,,,,439231,97036,151539,6066,0,0
0,Max Collins,Honey from the Icebox,pop,1,0,0,0,1,,,,0,0,0,364,0,0
0,Oscar Zia,I Don't Know How to Dance,pop,3,0,0,0,49,,,,23920,167369,37133,15916,0,4019
0,Loftland,I Don't Want to Dance,pop,0,0,0,0,1383,,,,2753,0,0,982,0,0
0,Moose Blood,"I'll Keep You in Mind, from Time to Time",pop,0,0,0,0,316,,,,52151,84994,92507,115848,0,5146
0,Vianney,Idees blanches,pop,5,0,0,0,0,,,,325645,273685,361251,194043,0,285122
0,Nicholas McDonald,In the Arms of an Angel,pop,1,0,0,0,4,,,,325771,193347,254546,5478,0,6044
0,Electric Youth,Innerworld,pop,0,0,0,0,3,,71,,5978,0,51006,40263,25122,0
0,Alex & Sierra,It's About Us,pop,2,0,4,200,180,,,,449686,262054,642345,401936,3903,44
0,Kathryn Bernardo,Kathryn,pop,3,0,0,0,1,,,,8363672,6363861,3203628,69530,0,0
0,Kitten,Kitten,pop,0,0,0,13,2,,59,,15602,12958,33463,16975,5682,9675
0,Justice Crew,Live by the Words,pop,6,0,0,9,448,,,,109337,99211,653253,63807,0,148445
0,Dirty Loops,Loopified,pop,0,0,0,0,6,,,,28263,46072,209644,61274,18875,177122
0,Lea Michele,Louder,pop,2,0,0,0,2,,48,,0,7257,4627611,309513,0,436512
0,Real Friends,Maybe This Place Is the Same and We're Just Changing,pop,3,3,0,1,187,,,,151293,153635,311222,153581,6441,58558
0,McBusted,McBusted,pop,2,1,0,0,0,,,,344965,0,385536,73507,0,65871
0,The Vamps,Meet the Vamps,pop,5,2,0,1,4,,,,4309176,2244010,6033476,1741495,11049,3076330
0,Indila,Mini World,pop,5,0,0,0,37,,,,84376,543,4300817,218942,0,1897732
0,Missing Persons,Missing In Action,pop,1,1,0,1,15,,,,0,0,19064,29575,332,0
0,Clean Bandit,New Eyes,pop,8,0,0,1,21,,59,,369441,431738,967175,976732,244542,5011853
0,MO,No Mythologies to Follow,pop,7,0,0,1,11,,76,,270442,551232,1075547,734211,4935201,861177
0,The Split Squad,Now Hear This...,pop,0,0,0,0,1310,,,,0,0,0,109,0,0
0,The Fooo,Off the Grid,pop,2,0,0,0,10,,,,323,0,77670,65051,0,118297
0,Nina Nesbitt,Peroxide,pop,1,0,0,0,0,,56,,193779,189968,297265,113443,16027,252874
0,Karmin,Pulses,pop,2,0,0,1,0,,,,270226,221,0,423671,41270,57412
1,Tove Lo,Queen of the Clouds,pop,4,0,0,0,15,,73,7.2,387459,1432405,1398288,1395682,172244,2368312
1,Skrillex,Recess,pop,4,0,0,7,116,,59,5.7,6720606,8192228,20080555,6046444,6414542,17407485
0,Tomomi Itano,SxWxAxG,pop,5,0,0,0,0,,,,2161429,546024,0,2621,0,204
0,Anette Olzon,Shine,pop,2,0,0,0,0,,,,3960,25430,42769,6279,0,1370
0,Shiori Niiyama,Shiori,pop,4,0,0,0,0,,,,0,0,0,0,0,0
0,Collabro,Stars,pop,0,0,2,0,1417,,,,70274,25421,0,28144,0,43873
0,Chrissie Hynde,Stockholm,pop,3,0,0,0,0,,64,5.8,29138,8522,144116,8984,550,820
1,Bleachers,Strange Desire,pop,4,0,0,0,2,,68,,77036,92767,125037,224475,12444,83768
0,Dan Croll,Sweet Disarray,pop,4,0,0,0,0,,59,,24724,21682,75366,87232,25968,26376
0,Sylvan Esso,Sylvan Esso,pop,4,0,0,18,4,,77,6.2,31228,69455,118597,274080,60550,13593
0,Betty Who,Take Me When You Go,pop,3,1,0,10,1533,,,,53474,153,77887,118652,14076,0
0,Chumped,Teenage Retirement,pop,0,0,0,0,1,,,7.3,2876,2430,6951,5589,425,798
0,Lena Katina,This Is Who I Am,pop,4,0,0,0,654,,,,45247,104205,160482,11602,1907,60886
0,East India Youth,Total Strife Forever,pop,0,0,0,0,0,,81,,739,0,0,11042,4608,2604
0,JTR,Touchdown,pop,1,0,0,0,41,,,,493,0,0,7320,216,2050
0,Kim Cesarion,Undressed,pop,3,0,0,0,0,,,,6907,17407,40093,36536,2993,57112
0,Madeline Juno,The Unknown,pop,2,0,0,0,0,,,,6625,22413,36687,23462,167,62656
0,Ben Aqua,Virtual Anticipation,pop,0,0,0,0,0,,,,0,0,0,271,7020,0
0,NONONO,We Are Only What We Feel,pop,4,0,0,0,1400,,,5.8,7368,0,48112,48045,15986,41041
0,PVRIS,White Noise,pop,2,0,0,0,31,,88,,174056,387643,248375,341248,24327,46370
0,Neck Deep,Wishful Thinking,pop,3,1,0,0,2,,71,,0,315309,353959,301871,0,83294
0,Noosa,Wonderland,pop,0,0,0,0,37,,,,2182,40072,235229,15123,9005,0
0,Porter Robinson,Worlds,pop,4,2,0,0,6,,63,6.9,640205,515178,881459,543171,4201931,546703
0,Grant Nicholas,Yorktown Heights,pop,0,0,0,0,0,,,,5549,2601,12946,1864,367,0
0,Mike Score,Zeebratta,pop,2,0,0,0,12,,,,0,0,0,0,0,0
0,Amber Run,5am,pop,0,0,0,2,23,,,,0,0,0,0,13039,238954
1,Madeon,Adventure,pop,5,0,0,0,49,,,7.8,621258,176964,805038,375635,1426530,679345
0,Chiquis Rivera,Ahora,pop,5,0,0,0,1,,,,592567,2238106,3349073,51055,0,160765
0,Steve Grand,All American Boy,pop,4,1,0,16,6,,,,57460,242580,275526,16880,851,188795
1,Halsey,Badlands,pop,4,0,1,0,66,,,4.9,9604141,7223525,2117692,3023390,94254,3415231
0,Miss Fame,Beauty Marked,pop,3,3,0,0,2,,,,161036,946582,199082,12678,0,506070
1,SOAK,Before We Forgot How to Dream,pop,0,0,0,0,121,,75,6.3,18557,0,43081,43971,8728,14339
1,Ben Haenow,Ben Haenow,pop,2,0,0,0,0,,,,0,324941,418269,58896,0,94090
0,Dear Rouge,Black To Gold,pop,4,0,0,0,1,,,,8613,10213,10025,8724,2110,0
0,BiSH,Brand-new idol SHiT,pop,0,0,0,0,1,,,,86170,0,4868,18859,4555,0
0,Louane,Chambre 12,pop,6,0,0,0,0,,,,1052520,1015130,654682,457501,0,905370
0,Years & Years,Communion,pop,8,1,176,200,7332,,68,7.4,617191,535713,860218,773611,162919,1262465
0,Conchita Wurst,Conchita,pop,4,0,0,0,0,,,,169477,312935,876406,30105,0,83021
0,Melanie Martinez,Cry Baby,pop,4,0,0,1,2,,,,1109436,5093067,1984670,2695465,250251,6265595
0,Zoe,Debut,pop,4,1,0,37,4062,,,,4556941,300616,3846368,1776753,0,64030
0,Borns,Dopamine,pop,5,0,0,0,10,,,,297455,303893,177289,494577,35707,360
0,Fantine Tho,Only Human,pop,0,0,0,0,0,,,,0,0,0,534,0,0
0,Alvaro Soler,Eterno agosto,pop,5,0,0,0,0,,,,71600,946097,415887,278997,62,1789495
0,Deradoorian,The Expanding Flower Planet,pop,0,0,0,0,0,,78,8,3938,8803,8878,5527,3241,0
0,Sabrina Carpenter,Eyes Wide Open,pop,4,0,0,0,0,,,,1244816,14350715,4592992,1801237,0,3048528
0,Michelle Chamuel,Face the Fire,pop,3,0,0,0,1,,,,88583,21788,120916,5688,754,5122
0,FFS,FFS,pop,3,0,0,200,0,,78,7.1,6216,3775,28492,16893,0,9558
0,Markus Feehily,Fire,pop,4,0,0,0,0,,,,283916,69697,92419,6023,696,16469
0,The Gray Havens,Fire and Stone,pop,0,0,0,0,52,,,,2512,4570,8984,17136,0,4698
0,Juice=Juice,First Squeeze!,pop,7,0,0,0,130,,,,0,0,0,0,0,0
0,Kelsea Ballerini,The First Time,pop,4,2,0,1,4,,,,877326,1196863,370905,360975,0,294065
0,Ryn Weaver,The Fool,pop,2,0,0,0,2,,65,4.9,48152,80223,56731,131923,37510,49502
0,Mbongwana Star,From Kinshasa,pop,0,0,0,0,1,,88,,899,0,10366,9814,0,161508
0,Tobias Jesso Jr.,Goon,pop,2,0,0,0,1,,81,8.5,12816,19307,35708,41971,2136,12842
0,Nate Ruess,Grand Romantic,pop,5,0,0,1,0,,61,5.5,18148,67992,261771,122875,3814,81029
0,Kate Pierson,Guitars and Microphones,pop,0,0,0,0,0,,63,6.4,9503,9531,54853,1825,0,1134
0,Marie Ueda,Hanashi wa Sorekara da,pop,2,0,0,0,0,,,,0,0,0,0,0,0
1,Shawn Mendes,Handwritten,pop,4,1,0,0,30,,58,,18846865,30455399,7084396,8501640,212082,13570488
0,Marcus & Martinus,Hei,pop,8,0,1,200,60,,,,42588,1496812,190000,337062,0,1882005
0,HomeTown,HomeTown,pop,4,4,0,200,994,,,,60119,0,10363,15523,0,0
0,Joywave,How Do You Feel Now?,pop,4,0,0,1,1837,,,,22278,24393,52421,96922,16648,26380
0,Jess Glynne,I Cry When I Laugh,pop,6,0,0,1,6,,53,,360637,530402,615264,773578,70665,776925
0,Jamie Lawson,Jamie Lawson,pop,5,0,0,2,0,,,,57032,75571,74607,87930,1521,51915
0,Andrea Faustini,Kelly,pop,0,0,0,0,0,,,,212639,87435,137821,20053,0,6531
0,Zella Day,Kicker,pop,3,0,0,0,1,,,,49681,134831,87857,228169,44561,144043
0,Garnidelia,Linkage Ring,pop,4,0,0,0,0,,,,35970,13091,72872,50829,1647,207226
0,Annaleigh Ashford,Lost in the Stars: Live at 54 Below,pop,1,0,0,0,0,,,,0,0,0,682,0,0
0,Elle King,Love Stuff,pop,3,0,0,115,56,,,,67958,161395,183973,262260,12259,306743
0,Smallpools,Lovetap,pop,0,0,0,0,0,,,,38853,35096,132256,132275,26476,52798
0,Morissette Amon,Morissette,pop,2,0,0,2,0,,,,175169,393577,201564,446678,1169,0
0,Natalie Prass,Natalie Prass,pop,1,0,0,0,1,,86,8.3,12167,17346,21990,22749,2681,3040
0,As It Is,"Never Happy, Ever After",pop,3,17,0,200,2477,,,,96322,120700,121975,79360,0,87518
0,Josef Salvat,Night Swim,pop,0,0,0,0,0,,,,23908,13513,58359,61472,21920,55857
0,Indiana,No Romeo,pop,6,1,0,0,75,,61,,11276,0,28964,17818,13242,21525
0,Bea Miller,Not an Apology,pop,2,0,0,0,2,,,,869414,1573368,1338712,609875,35685,1155575
0,Oh Wonder,Oh Wonder,pop,15,3,0,200,34,,,,181556,202257,259056,641864,191793,555932
0,MisterWives,Our Own House,pop,2,0,0,1,112,,,,50505,79367,95625,283322,28646,116305
0,Ginny Blackmore,Over the Moon,pop,5,0,0,0,0,,,,10436,8502,0,8828,1936,54
0,No Devotion,Permanence,pop,4,2,0,0,5,,79,,6949,4380,14528,6584,0,0
0,Galantis,Pharmacy,pop,6,0,0,1,40,,,,259470,927096,1295018,1838308,438583,2545078
0,Will Butler,Policy,pop,0,0,0,1,64,,72,6.6,29291,0,21325,16654,1346,0
0,Sophie,Product,pop,8,0,0,13,437,,,,19957,0,39736,41059,75334,41
0,Lyca Gairanod,Puede Nang Mangarap,pop,2,0,0,0,0,,,,9673,1026,0,10220,0,0
0,Real Lies,Real Life,pop,3,4,0,200,1190,,67,,3872,2756,9520,6992,5035,2787
0,Revolution Saints,Revolution Saints,pop,4,0,0,2,0,,,,9402,0,20536,7170,8,347
0,Ann Sophie,Silver Into Gold,pop,2,0,0,2,0,,,,0,18186,21887,3261,0,2812
0,The Wainwright Sisters,Songs in the Dark,pop,0,0,0,0,245,,73,,11084,0,0,1498,0,0
0,Sophia Abrahao,Sophia Abrahio,pop,1,0,0,0,0,,,,2672233,4466311,4412250,82600,0,229666
0,Meg Myers,Sorry,pop,0,0,0,1,0,,,,25691,36409,73903,84711,15654,0
0,Cheerleader,The Sunshine of Your Youth,pop,0,0,0,0,212,,,,4522,2012,6572,27154,2988,910
0,Swiss Lips,Swiss Lips,pop,0,0,0,2,0,,,,8319,138,44397,3844,4527,4322
0,Emily Kinney,This Is War,pop,2,0,0,1,0,,,,1003432,1869006,1095485,38122,0,106798
0,Mikky Ekko,Time,pop,2,0,0,2,2,,59,4.3,42102,26490,154630,102872,1975355,84005
0,Tom DeLonge,"To the Stars... Demos, Odds and Ends",pop,2,0,0,0,0,,,,716366,550418,601309,16453,0,35785
0,Nogizaka46,Tomei na Iro,pop,10,0,0,0,0,,,,1369715,0,23620,120218,0,15514
0,Rae Morris,Unguarded,pop,7,0,0,0,0,,77,,36037,70873,15097,44708,18074,36784
0,X Ambassadors,VHS,pop,4,0,0,0,26,,,,105053,114605,248240,922114,11830,691020
0,Emile Haynie,We Fall,pop,1,0,0,0,4,,70,,20724,30995,0,9897,3586,0
0,Ykiki Beat,When the World is Wide,pop,2,0,0,0,341,,,,13067,0,8218,4235,0,14659
0,Alexander Armstrong,A Year of Songs,pop,0,0,0,0,2182,,,,399608,0,9385,2067,0,0
0,Sarsa,Zapomnij mi,pop,4,0,0,0,0,,,,2361,121913,17422,18945,0,219772
0,Anavitoria,Anavitiria,pop,0,0,0,0,0,,,,60080,1529,887980,2180599,0,1196782
0,Blossoms,Blossoms,pop,8,0,0,12,8,,71,,83828,93336,99140,109522,4571,8471
0,Kero Kero Bonito,Bonito Generation,pop,6,0,0,0,0,,80,,22531,32713,39081,71208,51409,150010
0,Caper Clowns,The Buca Bus,pop,0,0,0,0,0,,,,0,0,0,117,0,0
0,Zach Williams,Chain Breaker,pop,3,0,0,2,2,,,,5032,34867,62104,31819,629,20232
0,Bradley Walsh,Chasing Dreams,pop,0,0,0,0,0,,,,125944,0,8196,1962,0,808
0,Client Liaison,Diplomatic Immunity,pop,4,0,0,0,0,,,,3504,35511,40228,22190,10866,6369
0,The Lemon Twigs,Do Hollywood,pop,2,0,0,0,0,,,,0,0,0,0,0,0
0,The Mute Gods,Do Nothing till You Hear from Me,pop,0,0,0,0,3,,,,748,0,5878,2309,0,55
0,Wet,Don't You,pop,0,5,0,37,3526,,61,4,33009,26765,57217,157679,45435,103209
0,Curt Anderson,Every Moment,pop,0,0,0,1,14,,,,0,0,0,651,0,0
0,Francis and the Lights,"Farewell, Starlite!",pop,2,0,0,0,25,,,6.4,25670,0,0,73726,24691,45245
0,Jessica Sutta,Feline Resurrection,pop,5,0,0,0,0,,,,0,0,0,0,0,0
0,Consumed by Fire,Giving Over,pop,0,1,0,0,46,,,,12920,0,7955,7112,43,11
0,Maren Morris,Hero,pop,4,0,1,1,10,,,,503367,617434,226514,181937,1952,126221
0,DMA's,Hills End,pop,6,0,0,0,40,,71,,0,0,0,0,0,0
1,Anohni,Hopelessness,pop,2,0,0,0,5,,83,,4670,40790,285741,64157,1736,4688
0,Mako,Hourglass,pop,4,0,0,0,6,,,,23359,0,200195,64280,85851,0
0,Nick Fradiani,Hurricane,pop,2,0,0,0,1,,,,88012,97401,138433,9227,0,9510
0,Against The Current,In Our Bones,pop,4,0,0,4,545,,,,208391,247340,657634,225826,4449,1874988
0,Safia,Internal,pop,4,0,0,0,81,,,,8033,23948,78559,70218,35527,18918
0,Alex Cameron,Jumping the Shark,pop,0,0,0,0,0,,76,7.8,7489,26851,23668,24746,2172,0
0,I Prevail,Lifelines,pop,4,0,0,0,15,,,,67099,175420,1307334,289457,10855,338126
0,Whitney,Light Upon the Lake,pop,3,0,0,0,0,,83,8.3,26437,0,59574,96941,0,1344797
0,All Tvvins,llVV,pop,5,0,0,0,0,,,,6440,5903,17225,16070,2081,7735
0,CRX,New Skin,pop,2,0,0,0,137,,69,,6245,11770,10920,15593,0,859
1,Charlie Puth,Nine Track Mind,pop,3,0,1,0,0,,37,2.5,2383032,9705806,5025300,4402708,193997,11045382
1,Shura,Nothing's Real,pop,8,0,1,0,2,,79,,39434,42017,125695,93117,59140,76668
0,CNCO,Primera Cita,pop,0,3,0,1,2,,,,746473,2346030,3347642,3241603,0,6745656
0,Japanese Breakfast,Psychopomp,pop,0,0,0,0,0,,76,7.9,26057,36581,33385,74607,160,22662
0,Sayaka Yamamoto,Rainbow,pop,0,0,0,0,0,,,,0,0,0,0,0,0
0,Nina Kraljic,Samo,pop,4,0,0,0,0,,,,4038,12759,30902,1132,0,313
0,Andy Black,The Shadow Side,pop,1,0,0,5,14,,83,,1018863,2345657,1131282,220577,0,688091
0,Jordan Smith,Something Beautiful,pop,1,0,0,2,12,,,,97510,154284,206659,44325,0,0
0,Nicky Byrne,Sunlight,pop,2,0,0,0,0,,,,436138,0,149656,4296,0,0
0,TINI,TINI (Martina Stoessel),pop,4,0,0,0,0,,,,1745434,5013450,3779031,169528,1832,924224
0,Cimorelli,Up at Night,pop,0,0,0,0,2179,,,,561273,624640,2322549,158644,0,4158860
0,Virginia to Vegas,Utopian,pop,4,0,0,0,16,,,,7801,10043,6780,13814,440,10434
0,Viola Beach,Viola Beach,pop,2,0,0,11,1,,74,,13704,9181,57702,54778,0,0
0,We Are Messengers,We Are Messengers,pop,0,0,0,8,5272,,,,6295,29564,49381,32903,0,57069
0,Pearl City Worship,We Won't Be Silent,pop,0,0,0,0,2,,,,0,0,0,56,0,0
0,Urban Rescue,Wild Heart,pop,0,0,0,0,0,,,,3656,13773,18547,27217,0,39150
0,Rachel Platten,Wildfire,pop,3,0,0,0,3,,52,,148980,487935,302190,605786,14853,1192122
0,Alfie Arcuri,Zenith,pop,1,0,0,0,0,,,,3799,60107,19856,2781,0,7019
0,Liam Gallagher,As You Were,pop,5,0,0,0,5,66,71,4.9,2971214,567446,303598,232244,0,133087
0,Alexandra Savior,Belladonna of Sadness,pop,5,0,0,0,0,,66,6,5847,20945,18473,26513,1431,12373
1,Cigarettes After Sex,Cigarettes After Sex,pop,4,0,0,4,317,73,75,7.4,68131,120579,478410,507304,64239,316776
0,Allie X,CollXtion II,pop,3,0,0,0,0,70,,,51879,65165,58956,112366,15411,118341
0,Judah Kelly,Count On Me,pop,2,0,0,0,1,,,,0,0,0,1827,0,376
1,Austin Mahone,Dirty Work,pop,3,0,0,0,3,0,,,10321126,10254479,12719788,1193093,106686,4160904
0,GJan,Do It,pop,3,0,0,2,5468,60,,,2101,387,111485,7579,2823,81828
