artist,album,rating
Backtearer & Why Be,dc,70
Cappadonna,Hip-Hop The Mixtape,0
BewhY,The Blind Star,69
Pomni imia svoe,Inye,66
Overwerk,State,65
Frank Iero And The Patience,Keep The Coffins Coming,67
035_,The Bunkers and the grey Sea,0
Bottom Bracket,Dreamland,90
Sam Bailey,Sing My Heart Out,66
Lessa Gustavo,PEDICULATIS E SUAS LAMPADAS,0
Rashaad Justice,Azlyn,0
Ariel Pink,Dedicated to Bobby Jameson,76
Open Mike Eagle,Brick Body Kids Still Daydream,79
Foo Fighters,Concrete and Gold,67
Rostam,Half-Light,74
Ducktails,Jersey Devil,74
Emily Haines & The Soft Skeleton,Choir of The Mind,74
Prophets of Rage,Prophets of Rage,54
Slotface,Try Not To Freak Out,75
Angus & Julia Stone,Snow,65
Myrkur,Mareridt,78
Galantis,The Aviary,67
Ringo Starr,Give More Love,56
Ninos Du Brasil,Vida Eterna,80
KOYO,KOYO,100
Deer Tick,Deer Tick Vol. 1,73
Kaleida,Tear The Roots,90
Deer Tick,Deer Tick Vol. 2,73
Madonna,Rebel Heart Tour,78
Superfruit,Future Friends,69
Arcane Roots,Melancholia Hymns,62
Gary Numan,Savage (Songs from a Broken World),66
Son Little,New Magic,77
RE-Tros,Before The Applause,82
Lee Ranaldo,Electric Trim,71
Yusuf,The Laughing Apple,78
The Cool Kids,Special Edition Grand Master Deluxe,78
JASSS,Weightless,82
Touch Sensitive,Visions,72
Fink,Resurgam,75
Caligula's Horse,In Contact,78
BIG|BRAVE,Ardor,72
The Contortionist,Clairvoyant,73
Seaway,Vacation,90
Rebecca Black,RE / BL,70
Peach Pit,Being so Normal,81
Kiran Leonard,Derevaun Seraun,60
Hope Sandoval & The Warm Inventions,Son of a Lady,65
Buy Muy Drugs,Buy Muy Drugs,68
L'Rain,L'Rain,68
STILL,I,80
Havah,Contravveleno,74
LE$,Summer Madness,64
Trio Da Kali & Kronos Quartet,Ladilikan,79
Antibalas,Where The Gods Are In Peace,80
Wayward Sons,Ghosts of Yet to Come,89
Superfruit,Future Friends - Part Two,61
Amateur Childbirth,Your Afterlife Is Cancelled,56
Tika,Unwritable,67
Ensiferum,Two Paths,51
Pearl & The Oysters,Pearl & The Oysters,66
Caparezza,Prisoner 709,82
Rimas & Melodias,Rimas & Melodias,86
Squalus,The Great Fish...,56
Toulouse,Extended Plea,66
Washer,All Aboard,76
Anastacia,Evolution,60
Wyclef Jean,Carnival III: The Fall and Rise of a Refugee,60
Standing On The Corner,Red Burns,80
Trent Reznor & Atticus Ross,The Vietnam War,72
Michael Nau,The Load EP,60
James Wyatt Crosby,Twins,58
Ariel Pink,Non-Sequitur Segues,58
bvdub,Heartless,78
Sammie,Coming of Age,62
Palm Haze,Tangy Dream,83
Seth MacFarlane,In Full Swing,60
Michael McDonald,Wide Open,63
Aine O'Dwyer,Gallarais,63
Radio Slave,Feel The Same,68
The Lone Bellow,Walk Into A Storm,73
Eamon,Golden Rail Motel,80
Lizz Wright,Grace,80
Gigan,Undulating Waves Of Rainbiotic Iridescence,84
DJ Paul,Underground Vol. 17 - For da Summa,70
Frankie & The Witch Fingers,Brain Telephone,60
Quinn XCII,The Story of Us,15
The Colours That Rise,2020,77
Elli Ingram,Love You Really,72
Vattnet,Vattnet,80
Max Richter,Taboo,60
Ricky Ross,Short Stories Vol. 1,75
Bus Vipers,Federal Highway,85
The Texas Gentlemen,TX Jelly,67
Nothing More,The Stories We Tell Ourselves,60
Desired,Nineteen,37
The Doors,The Singles,80
Ceremony,Beat Darkness,65
The Apology Tour,This Is Why We Can't Have Nice Things,91
A House In The Trees,What Am I Supposed to Do?,68
Philip Selway,Let Me Go,70
Tony Humphries,Running Back Mastermix,75
Siriusmo,Comic,80
Sawlin,Motion Keeper,82
Jay-Jay Johanson,BURY THE HATCHET,0
Human Heat,All Is Too Much,0
Verge,The Process Of Self - Becoming,0
Rusty Young,Waitin' For The Sun,0
Tired Lion,Dumb Days,0
Mattias Alkberg,Atminstone artificiell intelligens,0
Special Request,Curtain Twitcher,0
Heartless,Impulse Model,0
Soror Dolorosa,Apollo,0
Mark Mothersbaugh,The Lego Ninjago Movie (Original Motion Picture Soundtrack),0
Gun,Favourite Pleasures,70
Timmy's Organism,Eating Colors,71
Battle Dagorath,II - Frozen Light of Eternal Darkness,76
Midori Takada & Masahiko Satoh,Lunar Cruise,78
Musiq Soulchild,Feel the Real,80
Lower Slaughter,What Big Eyes,80
Willie Watson,Folksinger Vol. 2,80
Chris Bell,I Am the Cosmos [Deluxe Edition],90
Hundred Waters,Communicating,73
Brain,I'm Brain,12
MC Igu,Flow Deus,66
Through & Through,Frames,77
Terry Malts / Kids On A Crime Spree,Our Love,78
Kaya Conky,Sabe Que Vai Pt. 1,15
Ben Mazue,La femme ideale,80
We Three and the Death Rattle,Entrances and Exits,0
Krikor Kouchian,Pacific Alley,76
Yves Tumor,Experiencing the Deposit of Faith,79
Glim Spanky,Bizarre Carnival,76
GFriend,Rainbow,70
Blac Youngsta,Heavy Camp,61
Young Nudy,Nudy Land,73
Elris,Color Crush,69
Chihei Hatakeyama,Void XIV,85
JYOCHO,Days in the Bluish House,97
Junnosuke Taguchi,Dimensions,68
Pictured Resort,Southern Freeway,0
Bloodless Mushroom,Nothopanus,0
Hippo Campus,Warm Glow,75
Young Jesus,S/T,78
Upper Wilds,Guitar Module 2017,70
Spellling,Pantheon of Me,78
Spill Your Guts,Hungry Crows,75
Fluxion / DeepChord,Multidirectional I+II (DeepChord Rebuilds),77
36,Black Soma,63
Shchenki,Tri pesni i eshche odna,80
Nobat,Cidade,0
$uicideboy$,KILL YOURSELF Part XX: THE INFINITY SAGA,74
$uicideboy$,KILL YOURSELF Part XVI: THE FADED STAINS SAGA,70
$uicideboy$,KILL YOURSELF PART XVII: THE SUBURBAN SACRIFICE SAGA,74
Brotha Lynch Hung & Ren Da Heatmonsta,Premeditated,78
$uicideboy$,KILL YOURSELF Part XVIII: THE FALL OF IDOLS SAGA,72
$uicideboy$,KILL YOURSELF Part XIX: THE DEEP END SAGA,68
Phyllomedusa,Fijian Effluvium,41
FYI CHRIS,Home Alone EP,73
Junho,CANVAS,56
Negro Leo,Action Lekking,0
Kickboxer,Kickboxer,0
Face,NO LOVE,75
Aczino,Inspiracion Divina,68
Posledniy Vzdoh Zhako,Prikosnovenie,52
SELA.,cattin off,0
The National,Sleep Well Beast,82
Alvvays,Antisocialites,75
Susanne Sundfor,Music For People In Trouble,82
Mount Kimbie,Love What Survives,77
Zola Jesus,Okovi,79
Alex Cameron,Forced Witness,75
Princess Nokia,1992 Deluxe,78
Death From Above,Outrage! Is Now,64
Nothing But Thieves,Broken Machine,72
Anna of the North,Lovers,72
Deerhoof,Mountain Moves,78
Neil Young,Hitchhiker,82
Tori Amos,Native Invader,72
Odesza,A Moment Apart,66
Kedr Livanskiy,Ariadna,73
Nosaj Thing,Parallels,71
Sparks,Hippopotamus,78
Lomelda,Thx,80
Chad VanGaalen,Light Information,76
Angelo Badalamenti,Twin Peaks (Limited Event Series Original Soundtrack),82
Superfood,Bambino,79
Tony Allen,The Source,80
The Dream Syndicate,How Did I Find Myself Here?,81
Lunice,CCCLX,65
Various Artists,Twin Peaks (Music from the Limited Event Series),79
Nick Mulvey,Wake Up Now,80
Dev,I Only See You When I'm Dreamin',56
Midnight Sister,Saturn Over Sunset,74
Ted Leo,The Hanged Man,76
Thomas Rhett,Life Changes,80
MUTEMATH,Play Dead,37
Jack Johnson,All the Light Above It Too,57
Infinity Girl,Somewhere Nice Someday,68
Clark,Rellik EP,72
L.A. Witch,L.A. Witch,72
Walter TV,Carpe Diem,75
Giant Claw,Soft Channel,90
Leikeli47,Wash & Set,57
Sally Dige,Holding On,80
Indochine,13,79
Zomby,GASP!,66
D33J,Death Valley Oasis,68
Antwood,Sponsored Content,78
Carmen Villain,Infinite Avenue,80
Shit & Shine,Some People Really Know How to Live,68
Arch Enemy,Will To Power,70
Lali Puna,Two Windows,70
David Ramirez,We're Not Going Anywhere,75
Greg Fox,The Gradual Progression,77
Motorpsycho,The Tower,82
Mourn,Over The Wall,64
The Veils,Swimming with the Crocodiles,73
!Mayday!,Search Party,65
MY,Rasstoianie Pt. 3,81
Trickfinger,Trickfinger II,54
Laraaji,Sun Gong,65
Small Circle,Cyclical,70
Micah P Hinson,Micah P. Hinson Presents: The Holy Strangers,70
Comeback Kid,Outsider,75
Meridian Brothers,?Donde Estas Maria?,80
Dinner,New Work,65
Yandel,#Update,56
The Safes,Tasty Waves,49
END (NJ),From The Unforgiving Arms Of God,71
Dark Rooms,Distraction Sickness,87
Suzi Wu,Teenage Witch,69
Beaches,Second Of Spring,73
Diosque,Llanero,79
VIOLENCE,Human Dust to Fertilize the Impotent Garden,60
Four Year Strong,Some of You Will Like This Some of You Won't,60
The Waterboys,Out of All This Blue,63
Kip Moore,Slowheart,70
Cannabis Corpse,Left Hand Pass,74
Partner,In Search of Lost Time,76
El Goodo,By Order of the Moose,77
Faith Healer,Try ;-),80
Maximum Joy,I Can't Stand It Here on Quiet Nights: Singles 1981-82,87
Mr. Sawed-Off,Be-Frenemies,100
Horoya,Pan Bras'Afree'Ke Vol 1.,75
Fabiana Striffler & Quique Sinesi,Mahagoni,70
Anchor Thieves,An Echo Thrives,60
Uriah Heep,Raging Through the Silence: The 20th Anniversary Concert,50
Celebrine,Tristar,50
Indianapolis Jones,Chaos and Light,60
Various Artists,God Gallery,65
India Ramey,Snake Handler,69
Strange Relations,Editorial You,80
Ed Carlsen,Elusive Frames,86
Hodge,Swing for the Fences,69
Shenandoah Davis,Souvenirs,65
Bill Charlap Trio,Uptown Downtown,86
Antietam,Intimations of Immortality,88
The Great Discord,The Rabbit Hole,68
Cro,tru.,76
Sada Vidoo,A Beautiful Lie,80
Indian Wells,Where the World Ends,71
Tub Ring,A Choice of Catastrophes,93
Romano,Copyshop,90
Blockhead,Funeral Balloons,93
Threshold,Legends Of The Shires,70
Beatrice Eli,The Careful,100
Kim Boekbinder,NOISEWITCH,80
Grey Hairs,On And Off,75
Fabriccio,Jungle,84
Toby Keith,The Bus Songs,50
Toadies,The Lower Side of Uptown,57
Jonny Lang,Signs,70
Flesh World,Into the Shroud,70
Stray from the Path,Only Death Is Real,73
Pierre Kwenders,MAKANDA at the End of Space the Beginning of Time,75
Living Colour,Shade,76
Busty & The Bass,Uncommon Melody,79
Crys Cole & Oren Ambarchi,Hotel Record,80
Gregg Allman,Southern Blood,80
Fred Hersch,Open Book,90
Grift,Arvet,0
HKE,High Kinetic Energy,0
Tolga Akdeniz,Cracks,0
John Frusciante,Trickfinger II,0
Project Pat,M.O.B.,0
Ziggy Marley,We Are The People Tour,0
Burn,Do or Die,0
Maalem Mahmoud Gania,Colours of the Night,0
Geodetic,Cold Lights,0
Happy Hollows,Concordia,0
Lionize,Nuclear Soul,0
Pardoner,Uncontrollable Salvation,0
emamouse,"Holiday of tiny coffee shop a . k . a. ""Lil Bum 2""",0
Wild Cub,Closer,55
The Belle Game,Fear Nothing,57
Mas Ysa,Untitled,60
The OBGMs,The OBGMs,70
Mana,Creature,70
!ESSO! Afrojam Funkbeat,Juntos,70
Candice Gordon,Garden of Beasts,70
Roscoe Mitchell,Discussions,78
Miles Hunt & Erica Nockalls,We Came Here To Work,80
Duane Eddy,Guitar Star: The Complete RCA Singles A's & B's,80
Deep Purple,A Fire in the Sky,80
Nonconnah,The Gloom & The Glowing,80
Mike Stern,Trip,80
Angelo Badalamenti,Blue Velvet [Reissue],90
Various Artists,Sounds Of The Unexpected - Weird & Wacky Instrumentals From Pop's Final Frontiers,100
Syd,Always Never Home,70
Flora Matos,Eletrocardiograma,74
Endlec,New York Trax Imports 02,79
The Outfit TX,Fuel City,74
S280F,3333333333 / GLASS SKIN,60
G.Soul,Circles,67
Skee Mask,ISS002,82
Pentagon,Demo_01,76
Fiore,Fiore's Revenge,100
WONK,Pollux,79
MXM,UNMIX,70
Shinsei Kamattechan,Osanasa wo Nyuin Sasete,55
The/Das,Exit Strategies,40
WONK,Castor,73
Stave,Fought,77
Rio Sem Nome,Cancoes Nomades,0
Dane Law,My Heart Will Go on and On,0
Corbin,Mourn,69
Perturbator,New Model,69
Ghostemane,Hexada,60
EXO,THE WAR: The Power of Music,73
Daphni,Hey Drum / The Truth,77
Kikwang,One,70
Pandoo,Multitudes,0
Ribeirx,Aurora Boreal EP,0
Ex-Terrestrial,Ex-Terrestrial,0
Baco Exu Do Blues,Esu,81
Celephais,Monad,71
Santiago Salazar,Aspirations For Young Xol,74
Jonny Oso,Mind/Body/Science,38
Martin Glass,The Pacific Visions of Martin Glass,45
Goldlog,Black,0
Domesticated,Dysphoria,56
Bei shii ANDROID - APARTMENTP,Soundcloud Edits Part III,45
KIRARA,KM,0
An Autumn for Crippled Children,morfine,80
LCD Soundsystem,American Dream,85
Mogwai,Every Country's Sun,77
Bicep,Bicep,76
Daughter,Music From Before the Storm,70
Hercules and Love Affair,Omnion,72
Jake Bugg,Hearts That Strain,60
The Pains of Being Pure at Heart,The Echo of Pleasure,67
Orchestral Manoeuvres In The Dark,The Punishment of Luxury,73
The Script,Freedom Child,80
dalek,Endangered Philosophies,68
INHEAVEN,INHEAVEN,76
As Bahias E A Cozinha Mineira,BIXA,63
Septicflesh,Codex Omega,74
Paradise Lost,Medusa,70
Maglore,Todas as Bandeiras,74
Lotte Kestner,Off White,70
Tender,Modern Addiction,75
Shawn William Clarke,TOPAZ,90
Chief Keef,The W,57
Shy'm,Heros,65
Starsailor,All This Life,64
Cloud Control,ZONE,69
Nolwenn Leroy,Gemme,61
IAMDDB,Hoodrich Vol. 3,78
Robert Sotelo,Cusp,50
Madeline Kenney,Night Night at the First Landing,74
Mary Epworth,Elytral,79
The Verve,Urban Hymns: Deluxe (20th Anniversary Edition),91
The Flashbulb,Piety of Ashes,69
Mdou Moctar,Sousoume Tamachek,71
Colorama,Some Things Just Take Time,65
The Surfing Magazines,The Surfing Magazines,73
Casper,Lang lebe der Tod,77
Actress x London Contemporary Orchestra,Audio Track 5,75
The Knife,Live at Terminal 5,90
Rosetta,Utopioid,80
Herod,Herod Plays Kraftwerk,63
Ozean,Ozean,90
BB Brunes,Puzzle,64
Stew Stim,Gumbo Kazoo,92
The Stargazer Lilies,Lost,77
Tete Espindola,Outro Lugar,77
Even As We Speak,The Black Forest,81
Motorhead,Under Cover,60
Thumpers,Whipped & Glazed,65
Roddy Woomble,The Deluder,65
Lucas Oswald,Whet,75
Beastie Respond,Information City,76
SHALT,Saelt,80
Subterranean Masquerade,Vagabond,67
Epica,The Solace System,50
Sheila E.,Iconic: Message 4 America,60
Msafiri Zawose,Uhamiaji,78
Charm Days,Shelter,95
White Moth Black Butterfly,Atone,49
Crackazat,Proton Blue,76
Roxeanne Hazes,In Mijn Bloed,70
Whispertown,I'm a Man,71
Porn Sword Tobacco,2017,82
Rez Abbasi,Unfiltered Universe,74
Nina Zilli,Modern Art,61
Dead Stars,Perfect Patterns,75
Sleeping Pandora,Quiet Pass,100
Kojey Radical,In God's Body,82
King And Queen Of The Losers,Crutch,90
The Grascals,Before Breakfast,70
Kobi Onyame,GOLD,80
CousteauX,CousteauX,80
Arturo Stalteri,. . . e il pavone parlo alla Luna,84
Falgar,Las hijas del crepusculo,0
Anubis Gate,Covered In Black,0
Pato Fu,Musica De Brinquedo 2,0
Lucas Petti,Nossa Dor e Compartida,0
Oriente,Yin Yang,0
10cm,4,0
Msafira Zawose,Uhamiaji,0
Maneka,Is You Is,0
Botanist,Collective: The Shape of He to Come,0
Rocks FOE,Fight The Good? Fight,0
Gene On Earth,Lazybones,0
Silent Strike,It's Not Safe To Turn Off Your Computer,0
Dixie Chicks,DCX MMXVI Live,0
Soft Fangs,Fractures,60
Martin Simpson,Trials and Tribulations,75
Tee Lopes,Sonic Mania,70
Beatrice Dillon / Call Super,Inject / Fluo,60
Fail Better Heal Faster,Fail Better Heal Faster,50
The Woolen Men,Lucky Box,74
EARTHGANG,Rags,79
MCAP STEVE,Welcome to My Mine,100
Niki Istrefi,Niki Istrefi,70
Shane Eagle,Yellow,65
Bruno Major,A Song for Every Moon,72
nikogo net doma,VHS,75
Creys,Creys,60
Marcel Lune,pusic records ep,0
BLACKPINK,BLACKPINK,74
Shizuka Kudo,Rin,55
Hayataro Hirugami,solvent,9
Good Day,All Day Good Day,74
Boys Republic,Beginning,67
Woopheadclrms,Meeting Room + Rare Plants,90
Nowisee,reALIVE,0
HyunA,Following,62
Archaic,In The Face Of Pain There Are No Heroes,78
Enema Noise,Eventos Inevitaveis,70
Nervecell,Past Present...Torture,65
Schwefelgelb,Den Umgekehrten Atem,76
Sonotanotanpenz,31,0
Impossible Nothing,Taxemenomicon,0
Marcus Orelias,20s A Difficult Age,95
Marilyn Monroe,The Essential Masters,80
Brockhampton,Saturation II,80
The War on Drugs,A Deeper Understanding,76
Queens of the Stone Age,Villains,77
XXXtentacion,17,55
Lil Uzi Vert,Luv Is Rage 2,67
Fifth Harmony,Fifth Harmony,59
Oh Sees,Orc,75
Daniel Caesar,Freudian,77
EMA,Exile In The Outer Ring,80
Iron & Wine,Beast Epic,74
A$AP Mob,Cozy Tapes Vol. 2: Too Cozy,61
Action Bronson,Blue Chips 7000,72
Liars,TFCF,74
Nadine Shah,Holiday Destination,82
Wiki,No Mountains in Manhattan,84
Turnover,Good Nature,71
PVRIS,All We Know of Heaven All We Need of Hell,81
Widowspeak,Expect the Best,74
Sannhet,So Numb,75
A Giant Dog,Toy,73
Tera Melos,Trash Generator,78
together PANGEA,Bulls and Roosters,80
Leprous,Malina,79
Rafael Anton Irisarri,The Shameless Years,81
Gordi,Reservoir,77
Vijay Iyer Sextet,Far From Over,86
Hammock,Mysterium,82
Apollo Brown & Planet Asia,Anchovies,70
Hype Williams,Rainbow Edition,64
Portico Quartet,Art in the Age of Automation,66
Tribalistas,Tribalistas,79
Pessimist,Pessimist,73
Gogol Bordello,Seekers and Finders,64
F Ingers,Awkwardly Blissing Out,71
Chico Buarque,Caravanas,74
Walter Etc.,Gloom Cruise,75
Ozuna,Odisea,31
The Fresh & Onlys,Wolf Lie Down,59
Filthy Friends,Invitation,72
Maya Jane Coles,Take Flight,73
Angelo De Augustine,Swim Inside the Moon,74
The Mynabirds,Be Here Now,74
Joseph Shabason,Aytche,78
Kitty,Miami Garden Club,80
Lone,Ambivert Tools Volume Two,82
Bambooman,Whispers,80
MadeinTYO,True's World,43
Oliver,Full Circle,85
Lone Taxidermist,Trifle,71
Khalil,The Water We Drink,72
Akercocke,Renaissance In Extremis,80
Dead Leaves,Vultures,83
Elijah Blake,Audiology,76
Belief Defect,Decadent Yet Depraved,58
B12,Electro-Soma I + II,77
Pinact,The Part That No One Knows,80
Flyte,The Loved Ones,80
B12,Electro-Soma [Reissue],96
Dua Lipa,New Rules (Alison Wonderland Remix),60
Deem Spencer,We Think We Alone,65
Baby In Vain,More Nothing,70
Old Dominion,Happy Endings,75
Machine Woman,When Lobster Comes Home,78
Lilly Hiatt,Trinity Lane,80
Chris Forsyth & The Solar Motel Band,Dreaming in the Non-Dream,82
The Haunted,Strength In Numbers,70
Troy Ave,Album of the Summer,63
The Lovely Bad Things,Teenage Grownups,85
Fat Tony,Macgregor Park,75
Buddy,Magnolia,71
Der Weg Einer Freiheit,Finisterre,89
Howling Giant,Black Hole Space Wizard: Part 2,85
Sacred Son,Sacred Son,65
Inanimate Existence,Underneath a Melting Sky,64
Aron D'Alesio,Aron D'Alesio,65
Legendary Shack Shakers,After You've Gone,70
Cymbals,Light in Your Mind,75
Jack Cooper,Sandgrown,78
Triggerfinger,Colossus,79
Ayo River,Failed State,80
Lukas Nelson & Promise of the Real,Lukas Nelson & Promise of the Real,80
Marietta,La passagere,80
Ghost of the Avalanche,Obsessive Compulsive Gender Dysphoria,90
Alash,Achai,70
Andrew Belle,Dive Deep,73
Terminal Gods,Meridian,91
Lacrimosa,Testimonium,60
Portrait,Burn the World,42
Crafteon,Cosmic Reawakening (2017),62
Vulture,The Guillotine,58
Ghost,He Is,50
Black Moon Circle,FLOWING INTO THE 3RD DIMENSION,86
Egil Olsen,You and Me Against the World,55
Ceui,Akashic Record -Sapphire-,35
Crimfall,Amain,68
Inner Wave,Underwater Pipe Dreams,84
GROTESQUE,Feedback Loop,71
Billie The Vision & The Dancers,What's the Matter With You Boy?,80
Club Night,Hell Ya,83
Ruby The Hatchet,PLANETARY SPACE CHILD,70
Timeflies,Too Much,54
The Travelling Band,Sails,40
Grieves,Running Wild,50
Days Are Done,Closer,64
Letherette,EP 4,70
Tobacco,Ripe & Majestic,71
Second Storey,Lucid Locations,74
Ian Felice,In the Kingdom of Dreams,74
FP-Oner,7,80
Siv Jakobsen,The Nordic Mellow,80
Slender,Walled Garden,80
Olafur Arnalds,Eulogy for Evolution 2017 (Remastered 10th Anniversary Edition),83
Dagoba,Black Nova,0
Eskimo Callboy,The Scene,0
Antime,Born Again,0
Thanks For Coming,Missing Out,0
Allie X,Paper Love (Billboard Remix),0
More Eaze,articulate ridge #16,0
Stef Mariani,Stay Gold,0
David Archuleta,Leo,0
Jock Gang,Cool,0
Queen Moo,Mean Well,0
Caravanas,Caravanas,0
Ailbhe Nic Oireachtaigh,Oreing,0
The Cube of Unknowing,Inverted Estates,0
Chiodata,Paramos,0
Karen & The Sorrows,The Narrow Place,0
Obongjayar,Bassey,0
Walter Trout,We're All in This Together,0
Cats in Space,Scarecrow,0
The Cadillac Three,Legacy,0
Various Artists,Sweet As Broken Dates: Lost Somali Tapes from the Horn of Africa,0
Function,Recompiled I/II,0
Eman X Vlooper,La Joie,0
EWLD,All Good Things,50
Nastia & Einzelkind,Cocoon In The Mix,64
Neurosis,The Word As Law (Remastered),68
Bodies of Water,Spear in the City,70
SOAR,Dark / Gold,70
Ghost Pavilion,Oblivion,70
Huoratron,XXVI Crimes of Love,70
Alex Chilton,A Man Called Destruction [Reissue],70
Various Artists,Afrobeat Hot Hits: New Urban Dance Grooves From Africa,75
Vatican,Ache of Eternity,80
Susan Cattaneo,The Hammer & The Heart,80
Lily Konigsberg & Andrea Schiavelli,Good Time Now,80
Brian McKnight,Genesis,80
Nick Photinos,Petits Artefacts,90
Del Sol String Quartet,Dark Queen Mantra,90
Loreen,Nude EP,85
Bloodlust,At The Devil's Left Hand,82
Pagan Altar,The Room of Shadows,80
Sophie Hutchings,Becalmed,0
Sophie Hutchings,Night Sky,0
Patrick Grant,A Sequence of Waves (Twelve Stories and a Dream),93
PRISTIN,Schxxl Out,56
Stef Chura,Stef Chura on Audiotree Live,73
TAICHI MUKAI,Play,78
Victon,Identity,65
Trysail,Tailwind,61
Mineiros Da Lua,Turbulencia,0
